Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,,,,,,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search Parameters: year=2011-2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACILITY,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY,COUNTY,STATE,ZIP CODE,PARENT COMPANIES,SUBPARTS,"TOTAL REPORTED EMISSIONS, 2011","TOTAL REPORTED EMISSIONS, 2012","TOTAL REPORTED EMISSIONS, 2013","TOTAL REPORTED EMISSIONS, 2014","TOTAL REPORTED EMISSIONS, 2015","TOTAL REPORTED EMISSIONS, 2016","TOTAL REPORTED EMISSIONS, 2017","TOTAL REPORTED EMISSIONS, 2018","TOTAL REPORTED EMISSIONS, 2019","TOTAL REPORTED EMISSIONS, 2020","TOTAL REPORTED EMISSIONS, 2021","TOTAL REPORTED EMISSIONS, 2022","TOTAL REPORTED EMISSIONS, 2023",CHANGE IN EMISSIONS (2022 TO 2023),CHANGE IN EMISSIONS (2011 TO 2023),SECTORS,
Archer Daniels Midland Co. - Peoria,1000466,FOOT OF EDMUND ST,40.6776,-89.6069,PEORIA,Peoria,IL,61602,BIOURJA GROUP (100%),C,"749,923","700,027","693,224",0,0,0,0,0,0,0,0,0,0,0,0,Other,
Arconic Inc. - Cleveland Works,1005286,1600 HARVARD AVENUE,41.4476,-81.67533,CUYAHOGA HEIGHTS,CUYAHOGA COUNTY,OH,44105,HOWMET AEROSPACE INC (100%),"C,TT","71,795","69,261","71,577",0,0,0,0,0,0,0,0,0,0,0,0,"Other, Waste",
Arconic Lancaster Corp,1003379,1480 Manheim Pike,40.063333,-76.320556,Lancaster,LANCASTER COUNTY,PA,17601,ARCONIC CORP (100%),C,0,0,"111,705","112,009","112,825",0,0,0,0,0,0,0,0,0,0,Metals,
Arconic Massena LLC,1002483,45 COUNTY ROUTE 42,44.950425,-74.893685,MASSENA,ST. LAWRENCE COUNTY,NY,13662,ARCONIC INC (100%),,0,0,0,"313,062","321,629",0,0,0,0,0,0,0,0,0,0,"Metals, Waste",
Arconic US LLC,1007937,4879 STATE STREET,41.53115,-90.4682,BETTENDORF,SCOTT COUNTY,IA,52722,ARCONIC CORP (100%),C,0,0,0,0,0,"253,163","258,746","269,908","266,980","233,394","255,541","263,004","269,183","6,179",0,Metals,
Arconic US LLC,1003379,1480 Manheim Pike,40.063333,-76.320556,Lancaster,LANCASTER COUNTY,PA,17601,ARCONIC CORP (100%),C,0,0,0,0,0,"111,259","115,720","131,841","128,623","115,825","109,531","113,827","115,844","2,017",0,Metals,
Arconic US LLC,1002483,45 COUNTY ROUTE 42,44.950425,-74.893685,MASSENA,ST. LAWRENCE COUNTY,NY,13662,ARCONIC INC (100%),,0,0,0,0,0,"255,641","18,924","19,647","17,478","14,112","7,987",0,0,0,0,"Metals, Waste",
Arcosa BR LW LLC ERWINVILLLE DIV,1005833,12652 AIRLINE HWY,30.534915,-91.418809,ERWINVILLE,WEST BATON ROUGE PARISH,LA,70729,ARCOSA INC (100%),,0,"55,893","71,384","67,180","92,129","93,363","95,051","90,367","68,576","37,534",0,0,0,0,0,"Other, Minerals",
"Arcosa LW BR, LLC Livingston DIV",1005835,201 Industrial St. SOUTH INDUSTRIAL PARK,32.56486,-88.19967,LIVINGSTON,SUMTER COUNTY,AL,35470,ARCOSA INC (100%),C,0,"59,986","68,957","50,247","77,501","78,493","90,557","87,718","74,487","71,199","106,234","118,644","124,551","5,907",0,"Other, Minerals",
Arcosa Lightweight - Brooks Plant,1002800,1797 CORAL RIDGE RD.,38.0381,-85.7153,Shephersville,BULLITT COUNTY,KY,40165,ARCOSA INC (100%),C,0,"19,149","27,989","25,345","28,052","35,917","22,955","19,157","48,335","43,138","48,648","46,884","51,444","4,560",0,Minerals,
Arcosa Lightweight - Frazier Park,1012548,17410 E Lockwood Valley Rd,34.7666,-119.0447,Frazier Park,VENTURA COUNTY,CA,93225,ARCOSA INC (100%),C,0,0,0,0,0,"28,282","23,969","25,196","22,823","19,051","20,957","22,956","18,585","4,371",0,"Other, Minerals",
Arcosa Lightweight Indiana,1013060,6618 N Tidewater Rd,39.52537,-86.37786,Mooresville,MORGAN COUNTY,IN,46158,ARCOSA INC (100%),C,0,0,0,0,0,0,"35,332","33,234","68,411","41,209","28,930","51,575","29,274","22,301",0,"Other, Minerals",
Ardagh Glass Inc. (Bridgeton),1002504,443 S EAST AVE,39.409,-75.21958,BRIDGETON,CUMBERLAND COUNTY,NJ,8302,ARDAGH GLASS INC (100%),"C,N","51,819","53,546","52,953","54,149","53,886","54,878","57,154","54,146","52,502","55,480","57,000","54,017","52,230","1,787",411,Minerals,
Ardagh Glass Inc. (Burlington),1005977,815 SOUTH MCHENRY STREET,42.6626,-88.2906,BURLINGTON,RACINE COUNTY,WI,53105,ARDAGH GLASS INC (100%),"C,N","70,746","74,023","64,450","63,751","68,744","71,700","67,694","74,458","76,727","78,244","76,372","77,701","76,121","1,580","5,375",Minerals,
Ardagh Glass Inc. (Dolton),1000105,13850 COTTAGE GROVE AVENUE,41.642117,-87.599663,DOLTON,COOK COUNTY,IL,60419,ARDAGH GLASS INC (100%),"C,N","85,701","81,366","84,615","79,407","85,422","82,000","83,118","84,640","86,902","86,325","87,615","85,254","79,744","5,510","5,957",Minerals,
Ardagh Glass Inc. (Dunkirk),1000002,524 E. CENTER STREET,40.371053,-85.198134,DUNKIRK,JAY COUNTY,IN,47336,ARDAGH GLASS INC (100%),"C,N","109,864","111,295","103,823","114,960","114,584","114,530","115,938","110,512","118,959","113,520","116,831","115,617","116,955","1,338","7,091",Minerals,
Ardagh Glass Inc. (Henderson),1000003,620 Facet Road,36.291066,-78.391883,Henderson,VANCE COUNTY,NC,27537,ARDAGH GLASS INC (100%),"C,N","77,199","74,324","80,535","81,004","80,976","74,813","80,219","79,393","80,097","81,111","79,993","79,157","77,625","1,531",426,Minerals,
Ardagh Glass Inc. (Lincoln),1000004,1200 NORTH LOGAN STREET,40.157643,-89.353796,LINCOLN,LOGAN COUNTY,IL,62656,ARDAGH GLASS INC (100%),,"52,495","60,086","59,600","57,837","59,955","54,781","57,894","55,548","15,614",0,0,0,0,0,0,Minerals,
Ardagh Glass Inc. (Madera),1000005,24441 AVENUE 12 & ROAD 24 1/2,36.92375,-120.10151,MADERA,MADERA COUNTY,CA,93637,ARDAGH GLASS INC (100%),"C,N","75,969","82,150","78,250","74,754","81,134","79,709","82,451","83,854","81,666","79,854","78,061","76,627","71,574","5,052","4,395",Minerals,
Ardagh Glass Inc. (Milford),1000006,1 NATIONAL STREET,42.127778,-71.510556,MILFORD,WORCESTER COUNTY,MA,1757,ARDAGH GROUP (100%),,"43,434","45,294","42,648","42,314","41,249","33,116","37,320","9,745",0,0,0,0,0,0,0,Minerals,
Ardagh Glass Inc. (Pevely),1000028,1500 Ardagh Group Drive,38.29372,-90.39969,PEVELY,JEFFERSON COUNTY,MO,63070,ARDAGH GLASS INC (100%),"C,N","82,242","87,131","84,023","65,943","79,073","82,244","83,284","83,670","81,785","75,611","82,395","78,246","77,743",503,"4,500",Minerals,
Ardagh Glass Inc. (Port Allegany),1000020,ONE GLASS PLACE,41.81787,-78.28699,PORT ALLEGANY,MCKEAN COUNTY,PA,16743,Ardagh Group Inc (100%),"C,N","62,002","60,836","54,658","59,622","60,813","62,728","63,396","63,519","61,401","63,548","65,442","62,666","61,642","1,023",360,Minerals,
Ardagh Glass Inc. (Ruston),1000021,4241 HIGHWAY 563,32.543572,-92.766871,SIMSBORO,LINCOLN PARISH,LA,71275,ARDAGH GLASS INC (100%),"C,N","94,222","93,300","91,200","97,469","104,230","100,777","100,266","75,053","41,751","41,250","42,822","44,138","22,865","21,273","71,357",Minerals,
Ardagh Glass Inc. (Salem),1002009,83 GRIFFITH ST,39.574909,-75.469493,SALEM,SALEM COUNTY,NJ,8079,ARDAGH GROUP (100%),,"75,174","71,950","55,806","58,740","2,021","1,417","1,633",0,0,0,0,0,0,0,0,Minerals,
Ardagh Glass Inc. (Sapulpa),1000023,1000 NORTH MISSION STREET,36.009924,-96.099233,SAPULPA,CREEK COUNTY,OK,74066,ARDAGH GLASS INC (100%),"C,N","109,895","109,887","104,954","80,648","112,269","122,267","120,892","108,799","115,609","111,787","96,370","102,678","97,580","5,098","12,315",Minerals,
Ardagh Glass Inc. (Seattle),1000024,5801 EAST MARGINAL WAY SOUTH,47.551767,-122.337152,SEATTLE,KING COUNTY,WA,98134,ARDAGH GLASS INC (100%),"C,N","80,378","76,257","80,745","78,044","76,674","77,845","75,428","76,476","62,997","58,653","57,881","54,049","44,364","9,685","36,014",Minerals,
Ardagh Glass Inc. (Wilson),1000026,2201 FIRESTONE PARKWAY,35.7602,-77.8826,WILSON,WILSON COUNTY,NC,27893,ARDAGH GLASS INC (100%),"C,N","97,387","95,875","94,459","90,845","99,258","90,361","44,276","79,300","95,180","94,155","92,756","89,290","44,661","44,628","52,725",Minerals,
Ardagh Glass Inc. (Winchester),1006060,603 E NORTH ST,40.173694,-84.971694,WINCHESTER,RANDOLPH COUNTY,IN,47394,ARDAGH GLASS INC (100%),"C,N","100,479","101,587","101,930","96,282","78,618","93,544","95,555","89,635","100,004","101,144","103,113","97,792","89,036","8,757","11,444",Minerals,
Ardagh Glass Packaging Inc. (Houston),1003258,4202 FIDELITY STREET,29.76151,-95.25591,HOUSTON,HARRIS COUNTY,TX,77029,ARDAGH GLASS PACKAGING INC (100%),"C,N",0,0,0,"28,721","66,797","66,136","66,150","66,712","65,739","61,757","60,548","62,440","59,226","3,214",0,Minerals,
Area 11B CGP,1011692,5911 County Road 136,28.62348,-97.99428,Pawnee,BEE COUNTY,TX,78145,PIONEER NATURAL RESOURCES USA INC (100%),,0,0,0,"31,972","23,055","19,509","22,343",0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Area 31 CGP Facility,1008611,5911 County Road 136,28.62348,-97.99428,Pawnee,BEE COUNTY,TX,78145,ENTERPRISE PRODUCTS PARTNERS LP (100%),,0,"36,881","77,301","66,197","96,929",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Area 41 CGP Facility,1008614,5911 County Road 136,28.651637,-98.000845,Pawnee,BEE COUNTY,TX,78145,ENTERPRISE PRODUCTS PARTNERS LP (100%),,0,"30,295","28,861","34,956","32,732",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Area 51 CGP Facility,1008677,5911 County Road 136,28.651637,-98.000845,Pawnee,BEE COUNTY,TX,78145,ENTERPRISE PRODUCTS PARTNERS LP (100%),"C,W",0,"44,955","84,965","79,285","79,621","45,954","52,355","39,384","45,909","46,196","34,012","62,919","81,952","19,033",0,Petroleum and Natural Gas Systems,
Area 61 CGP Facility,1008679,5911 County Road 136,28.62348,-97.99428,Pawnee,BEE COUNTY,TX,78145,ENTERPRISE PRODUCTS PARTNERS LP (100%),,0,"27,842","17,463","14,933","11,985",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Area 71 CGP Facility,1008680,5911 County Road 136,28.651637,-98.000845,Pawnee,BEE COUNTY,TX,78145,ENTERPRISE PRODUCTS PARTNERS LP (100%),"C,W",0,"50,302","142,491","124,337","143,641","88,185","63,204","56,776","61,062","37,260","12,314","31,741","51,907","20,166",0,Petroleum and Natural Gas Systems,
Area 71B CGP Facility,1012986,,28.9579,-97.6946,Nordheim,DEWITT COUNTY,TX,78141,ENTERPRISE PRODUCTS PARTNERS LP (100%),"C,W",0,0,0,0,0,0,"53,432","57,479","54,752","58,311","67,593","48,238","51,994","3,756",0,Petroleum and Natural Gas Systems,
Area 72 CGP Facility,1008681,5911 County Road 136,28.651637,-98.000845,5911 County Road 136,BEE COUNTY,TX,78145,ENTERPRISE PRODUCTS PARTNERS LP (100%),"C,W",0,"105,776","87,925","107,383","158,611","95,270","58,076","43,615","67,357","60,407","109,999","70,718","52,195","18,523",0,Petroleum and Natural Gas Systems,
Area 81 CGP Facility,1008682,5911 County Road 136,28.62348,-97.99428,Pawnee,BEE COUNTY,TX,78145,ENTERPRISE PRODUCTS PARTNERS LP (100%),,0,"28,028","19,767","25,420","42,311",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arecibo Landfill,1005158,"Carr. PR-682 Interior, Sector Garrochales, Bo. Factor II",18.419506,-66.736735,Arecibo,ARECIBO MUNICIPIO,PR,612,MUNICIPALITY OF ARECIBO (100%),"C,HH","939,595","43,512","68,073","77,081","68,951","72,314","85,719","90,217","81,065","89,725","112,354","129,770","127,781","1,989","811,814",Waste,
Argos Cement LLC,1005458,4000 NORTHWEST COUNTY ROAD 235,29.690671,-82.582134,NEWBERRY,ALACHUA COUNTY,FL,32669,ARGOS USA LLC (100%),H,"475,993","583,183","636,280","557,509","610,847","819,028","764,316","803,030","922,416","832,281","1,065,706","1,058,174","808,554","249,620","332,560",Minerals,
Argos Cement LLC - Harleyville Plant,1002750,463 JUDGE STREET,33.226205,-80.452832,HARLEYVILLE,DORCHESTER COUNTY,SC,29448,ARGOS USA LLC (100%),"C,H","448,005","554,019","595,869","609,277","686,313","744,455","671,002","561,768","629,165","567,289","605,607","587,198","617,387","30,189","169,382",Minerals,
"Argos Puerto Rico, Corp.",1006164,"Road PR-2, Km 26.7",18.3944,-66.2976,Dorado,DORADO MUNICIPIO,PR,646,ARGOS PUERTO RICO CORP (100%),"C,H",0,"225,094","163,077","196,753","155,750","129,622","116,460","263,989","220,637","50,053",0,0,0,0,0,Minerals,
"Argos San Juan, Corp.",1006164,"Road PR-2, Km 26.7",18.3944,-66.2976,Dorado,DORADO MUNICIPIO,PR,646,ARGOS PUERTO RICO CORP (100%),"C,H","237,326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minerals,
"Argos, MMS Platform ID 02481, Complex ID 2665-1",1014643,,27.17325833,-90.3656333,Offshore,,LA,0,BP AMERICA INC (60.5%); BHP MINERALS INTERNATIONAL LLC (23.9%); CHEVRON CORP (15.6%),"C,W",0,0,0,0,0,0,0,0,0,0,0,"54,419","134,118","79,699",0,Petroleum and Natural Gas Systems,
Arizona Public Service Company,1009780,2124 W. Cheryl Ave.,33.578425,-112.104408,Phoenix,MARICOPA COUNTY,AZ,85021,PINNACLE WEST CAPITAL CORP (85.75%); SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT (7.83%); UNS ENERGY CORP (1.58%); LOS ANGELES DEPARTMENT OF WATER & POWER (1.18%); SAN DIEGO GAS & ELECTRIC (1.06%),DD,"36,288","4,191","14,033","38,876","54,697","26,455","14,898","9,483","9,239","40,778","4,861","10,761","9,853",909,"26,436",Other,
Arkansas Loop & Simpson Treating Plants,1001760,,37.0532,-107.7855,DURANGO,LA PLATA COUNTY,CO,81303,SOUTHERN UTE INDIAN TRIBE (51%); KINDER MORGAN INC (49%),"C,W","254,478","276,848","297,450","259,534","275,707","257,520","256,617","297,590","263,877","339,715","283,412","309,399","333,442","24,044","78,964",Petroleum and Natural Gas Systems,
Arkansas Oklahoma Gas Corp (AR),1004975,5030 South S Street,35.363559,-94.37686,Fort Smith,SEBASTIAN COUNTY,AR,72903,SUMMIT UTILITIES INC (100%),NN,"11,510","11,026","10,822","10,871","11,132","9,771","8,961",0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arkansas Oklahoma Gas Corp (OK),1006481,5030 South S Street,35.36353,-94.37573,Fort Smith,,AR,72903,SUMMIT UTILITIES INC (100%),NN,"3,427","3,129","3,112","2,448","3,221","2,977","2,983",0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arkema Inc.,1006415,2571 Fite Rd,35.27213,-89.97894,Memphis,SHELBY COUNTY,TN,38127,ARKEMA AMERICAS (100%),,"14,219","14,986","14,940","15,878","13,734","13,734",0,0,0,0,0,0,0,0,0,Chemicals,
Arkla Basin,1010705,10000 Energy Dr,29.93876,-95.3509,Spring,HARRIS COUNTY,TX,77389,SOUTHWESTERN ENERGY CO (100%),,0,"37,464","23,165","20,999","7,363","5,288","9,220",0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arkla Basin - AAPG Province 230,1008257,1201 Lake Robbins Drive,30.16115,-95.45389,The Woodlands,MONTGOMERY COUNTY,TX,77380,ANADARKO PETROLEUM CORP (100%),,0,0,0,"27,671","17,591",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arkla Gathering and Boosting QEP Energy,1013076,1050 17th St. Suite 800,39.748472,-104.994034,Denver,DENVER COUNTY,CO,80625,QEP RESOURCES INC (100%),,0,0,0,0,0,0,"37,816","29,591",0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arkoma,1004404,,34.63339,-96.17768,Coalgate,COAL COUNTY,OK,74538,MPLX LP (100%),"C,W","30,305","30,560","29,152","22,599","20,020","26,904","33,642","38,746","41,616","32,516","30,606","25,214","21,560","3,654","8,745",Petroleum and Natural Gas Systems,
Arkoma Basin,1010205,621 N. Robinson Ave. - Ste. 300,29.93876,-95.3509,OKC,,OK,73102,FLYWHEEL ENERGY LLC (100%),W,"787,392","880,783","911,113","1,105,020","1,343,629",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arkoma Basin Gathering and Boosting,1012656,"811 Main St., Suite 3400",32.74631,-97.3416,Houston,,TX,77002,CRESTWOOD EQUITY PARTNERS LP (100%),,0,0,0,0,0,"101,084","96,392","85,821","70,565",0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arlington Compressor Station,1002772,1670 State Highway 13,41.60628,-106.20608,McFadden,CARBON COUNTY,WY,82083,TALLGRASS DEVELOPMENT LP (75%); PHILLIPS 66 (25%),,"27,638","22,672","19,317","18,094","19,361","11,762",0,"34,294","9,497","1,115",840,0,0,0,0,Petroleum and Natural Gas Systems,
Arlington Landfill,1002645,800 Mosier Valley Road,32.80776,-97.10376,Euless,TARRANT COUNTY,TX,76040,CITY OF ARLINGTON (100%),"C,HH","194,619","192,285","228,828","214,595","233,873","60,477","52,314","67,218","121,514","50,515","88,518","84,724","67,126","17,599","127,493",Waste,
Arlington Valley Energy Facility,1001399,39027 W ELLIOT ROAD,33.3417,-112.8897,ARLINGTON,Maricopa,AZ,85322,ARLINGTON VALLEY LLC (100%),"C,D","459,000","679,001","528,701","448,436","709,236","755,210","802,181","831,888","1,156,413","839,945","938,537","1,070,770","1,386,239","315,470","927,239",Power Plants,
Armagh Compressor Station,1000315,862 HORSE THIEF ROAD,40.4319,-79.085,NEW FLORENCE,Indiana,PA,15944,Enbridge (US) Inc (100%),"C,W","26,521","4,284","11,394","20,562","30,712","34,272","42,027","49,536","42,817","29,442","39,929","52,760","38,154","14,606","11,633",Petroleum and Natural Gas Systems,
"Armor Energy, LLC",1013344,"4500 S. Garnett Road, Suite 250",30.27112,-96.7783,Tulsa,,OK,74146,ARMOR ENERGY LLC (100%),,0,0,0,0,0,0,0,"39,317","16,436","15,978",0,0,0,0,0,Petroleum and Natural Gas Systems,
Armstrong Gas Plant,1004087,13072 FM 682,29.133889,-97.039161,Yoakum,DEWITT COUNTY,TX,77995,ENTERPRISE PRODUCTS PARTNERS LP (100%),"C,NN,W","228,661","252,463","257,246","278,589","180,997","155,267","155,409","209,634","177,947","104,953","18,334","113,156","183,637","70,481","45,024",Petroleum and Natural Gas Systems,
Armstrong Power Station,1007418,108 POWER PLANT ROAD,40.9289,-79.4658,ADRIAN,Armstrong,PA,16210,"FirstEnergy Generation, LLC (50%);Allegheny Energy (50%);",,"1,587,822","331,163",0,0,0,0,0,0,0,0,0,0,0,0,0,Power Plants,
"Armstrong Power, LLC",1005709,2313 STATE ROUTE 156,40.6383,-79.3503,SHELOCTA,Armstrong,PA,15774,"LS Power Development, LLC (100%)",D,"85,781","107,053","146,917","397,859","663,275","649,165","762,440","271,622","464,170","645,890","618,642","738,215","627,235","110,980","541,454",Power Plants,
Armstrong World Industries Inc,1006883,4520 Broadway,32.773497,-83.6516,Macon,BIBB COUNTY,GA,31206,ARMSTRONG WORLD INDUSTRIES INC (100%),C,"104,340","86,590","80,860","79,336","75,037","80,147","79,112","103,818","94,198","87,900","88,655","86,607","78,086","8,520","26,253",Other,
Arnold Engineering Development Center,1003846,"100 Kindel Drive, Suite B-327",35.383056,-86.043611,Arnold AFB,COFFEE COUNTY,TN,37389,US GOVERNMENT (%),C,"33,676","24,760","29,813","30,090","28,447","28,388","24,970","28,044","29,311","27,550","29,101","25,594","23,195","2,399","10,480",Other,
Arrowhead Compressor Station,1011929,74015 Flushing Waterworks Road,40.176681,-81.076199,Flushing,Harrison,OH,43977,MARATHON PETROLEUM CO LP (100%),,0,0,0,0,"33,679",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arrowhead Gas Plant,1012906,2387 Hwy 1450,31.2403011,-103.065333,Coyanosa,,TX,79730,ENERGY TRANSFER LP (100%),"C,W",0,0,0,0,0,0,"20,088","23,502","42,459","87,487","86,600","137,039","156,316","19,277",0,Petroleum and Natural Gas Systems,
Arrowhead Landfill,1001297,622 Tayloe Road,32.435714,-87.437716,Uniontown,PERRY COUNTY,AL,36786,ARROWHEAD ENVIRONMENTAL PARTNERS LLC (100%),HH,0,0,0,"27,723","30,213","32,467","28,380","30,405","32,076","33,485","45,871","82,303","150,094","67,791",0,Waste,
Arroyo Grande Production Facility,1002978,1821 PRICE CANYON ROAD,35.1814,-120.61965,SAN LUIS OBISPO,SAN LUIS OBISPO COUNTY,CA,93401,SENTINEL PEAK RESOURCES LLC (100%),W,"36,219","36,375","41,537","56,459","75,164","87,396","94,420","104,869","107,776","72,647","68,364","100,793","103,076","2,282","66,856",Petroleum and Natural Gas Systems,
Arsenal Hill Power Plant,1001609,520 NORTH ALLEN,32.5181,-93.7611,SHREVEPORT,Caddo,LA,71101,AMERICAN ELECTRIC POWER CO INC (100%),D,"1,182,088","1,348,333","1,108,164","1,253,359","1,360,351","1,353,288","1,120,617","1,034,624","989,714","1,303,865","1,115,589","1,229,339","1,438,673","209,334","256,586",Power Plants,
Arsenal Midstream LLC 160A Appalachian Basin GB,1012861,"6031 Wallace Road Ext., Suite 300",40.63381,-80.0646,Wexford,ALLEGHENY COUNTY,PA,15090,ARSENAL ENERGY HOLDINGS LLC (100%),W,0,0,0,0,0,"32,431","32,114","64,571","68,025","45,016","35,632","35,676","43,631","7,956",0,Petroleum and Natural Gas Systems,
"Arsenal Resources, LLC 160A Appalachian Basin",1008795,"6031 Wallace Road Ext, Suite 300",39.301158,-80.209822,Wexford,HARRISON COUNTY,PA,15090,ARSENAL ENERGY HOLDINGS LLC (100%),W,"53,509","49,055","63,610","19,895","31,047","20,306","171,810","33,172","33,041","23,193","15,727","40,917","34,125","6,791","19,384",Petroleum and Natural Gas Systems,
Arthur Kill,1000759,4401 VICTORY BLVD,40.5915,-74.2027,Staten Island,Richmond,NY,10314,ARCLIGHT ENERGY PARTNERS FUND VII LP (100%),"C,D","971,461","1,000,416","793,893","665,234","636,059","667,881","508,972","623,212","560,342","547,912","528,558","590,551","635,388","44,838","336,073",Power Plants,
"Aruba Petroleum, Inc. 420 Fort Worth Syncline",1008356,"555 Republic Dr., Suite 505",33.03064,-96.70539,Plano,COLLIN COUNTY,TX,75074,ARUBA PETROLEUM INC (100%),,"269,168","110,269","70,719","80,046","77,949","80,140",0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Arvada Generation Station,1004760,,44.693959,-105.9777508,Gillette,CAMPBELL,WY,82718,BASIN ELECTRIC POWER COOPERATIVE (100%),,821,305,275,407,131,0,0,0,0,0,0,0,0,0,0,Power Plants,
Arvah B Hopkins,1007189,1125 GEDDIE ROAD,30.4522,-84.4,TALLAHASSEE,Leon,FL,32304,CITY OF TALLAHASSEE FLORIDA (100%),"C,D","623,939","638,844","686,732","703,745","653,095","793,082","661,167","766,693","695,817","710,653","618,771","675,427","703,691","28,265","79,752",Power Plants,
Asbury,1007311,21133 UPHILL LANE,37.3596,-94.5913,ASBURY,Jasper,MO,64832,LIBERTY UTILITIES CO (100%),,"1,315,357","1,323,243","1,527,960","1,278,399","1,316,295","1,304,363","1,146,513","908,374","905,433",0,0,0,0,0,0,Power Plants,
Ascend (Decatur Plant),1000158,1050 CHEMSTRAND AVENUE,34.6339,-87.0244,DECATUR,Morgan,AL,35601,ASCEND PERFORMANCE MATERIALS HOLDINGS INC (100%),"C,P,PP","549,771","584,204","675,707","670,435","626,566","525,671","533,589","569,814","530,848","464,765","548,900","546,544","603,219","56,675","53,448",Chemicals,
Ascend Performance Materials LLC,1004962,3000 Old Chemstrand Road,30.596678,-87.251977,Cantonment,ESCAMBIA COUNTY,FL,32533,ASCEND PERFORMANCE MATERIALS HOLDINGS INC (100%),"C,E,P,TT,V","11,289,228","6,174,165","5,077,805","5,609,224","4,703,535","8,209,395","8,459,420","11,584,960","6,590,476","9,192,846","8,564,795","3,515,198","2,329,170","1,186,028","8,960,058","Chemicals, Waste",
Ascent Resources - Utica (160),1011393,PO Box 13678,35.565478,-97.518049,Oklahoma City,,OK,73113,ASCENT RESOURCES OPERATING LLC (100%),W,0,0,0,0,"118,541","36,874","30,085","81,782","94,875","83,671","79,663","75,408","84,585","9,176",0,Petroleum and Natural Gas Systems,
Ascent Resources - Utica (160a),1011454,PO Box 13678,35.565478,-97.518049,Oklahoma City,,OK,73113,ASCENT RESOURCES OPERATING LLC (100%),W,0,0,0,0,"64,221","36,577","90,866","177,683","342,906","421,013","301,541","354,344","378,473","24,129",0,Petroleum and Natural Gas Systems,
Ash Grove Cement Company-LEAMINGTON,1002530,19090 West Highway 132,39.508327,-112.262246,Nephi,,UT,84648,CRH AMERICAS INC (100%),"C,H","409,799","408,483","406,115","536,892","573,165","587,089","656,731","658,332","624,432","570,387","574,942","585,815","548,943","36,872","139,144",Minerals,
