Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0917,49,3,Project Manager,Manufacturing,9,Hybrid,31,8,5,2,2,0,2,3,0,5,1,2,North America
EMP0918,49,1,Software Engineer,Finance,34,Hybrid,59,0,5,3,0,0,1,1,0,1,2,2,Asia
EMP0919,40,3,Data Scientist,Education,30,Remote,22,13,5,1,1,1,2,1,1,3,2,2,Europe
EMP0920,27,1,HR,Consulting,4,Hybrid,21,3,1,1,2,1,2,4,1,2,1,3,Asia
EMP0921,34,2,Software Engineer,Healthcare,25,Remote,54,8,4,2,3,0,2,1,0,1,2,2,Africa
EMP0922,48,4,Sales,Healthcare,20,Hybrid,46,7,5,2,3,1,1,2,2,5,1,2,Oceania
EMP0923,46,2,Sales,Retail,14,Remote,56,2,5,1,1,0,2,2,2,1,1,2,Asia
EMP0924,27,1,Data Scientist,Finance,9,Hybrid,48,3,3,3,3,1,1,3,2,4,0,1,Oceania
EMP0925,50,4,Designer,Education,7,Hybrid,29,8,3,3,1,1,2,5,1,5,2,3,Africa
EMP0926,23,3,Data Scientist,Manufacturing,24,Onsite,59,9,5,2,0,0,0,2,1,3,2,1,South America
EMP0927,35,4,Designer,Healthcare,10,Remote,46,15,5,3,3,1,1,2,2,3,2,2,South America
EMP0928,59,4,Sales,IT,27,Onsite,27,7,4,2,3,0,1,3,0,4,1,3,Asia
EMP0929,27,2,Project Manager,Education,22,Hybrid,42,6,4,1,1,0,2,1,2,4,0,3,Oceania
EMP0930,22,2,Project Manager,Finance,15,Remote,39,10,4,1,1,0,0,4,0,1,1,2,South America
EMP0931,41,4,Designer,Education,23,Remote,34,8,1,1,3,0,0,2,0,2,1,1,Asia
EMP0932,58,2,Designer,Retail,28,Remote,58,15,2,1,1,0,2,4,0,3,1,1,Oceania
EMP0933,30,2,HR,Retail,23,Remote,36,3,4,1,3,1,0,4,0,3,1,1,Africa
EMP0934,22,4,Project Manager,Manufacturing,15,Remote,52,15,2,2,3,0,2,1,2,5,0,3,South America
EMP0935,34,2,Software Engineer,Manufacturing,8,Remote,51,5,2,2,1,0,1,4,2,2,2,2,Asia
EMP0936,48,1,Software Engineer,Manufacturing,25,Onsite,31,10,1,1,0,0,0,2,2,5,1,3,North America
EMP0937,29,3,Data Scientist,Retail,10,Hybrid,47,5,3,2,2,1,2,3,1,4,0,2,South America
EMP0938,47,2,Marketing,IT,2,Onsite,55,9,1,1,1,0,2,1,2,5,0,3,Asia
EMP0939,51,3,HR,Healthcare,13,Remote,53,3,2,3,1,1,1,3,0,5,1,2,North America
EMP0940,60,1,Software Engineer,Healthcare,24,Remote,40,13,4,2,0,0,2,5,0,3,2,3,North America
EMP0941,48,3,Marketing,Manufacturing,29,Onsite,46,9,2,3,2,1,1,3,0,4,0,3,North America
EMP0942,38,4,HR,Retail,5,Onsite,37,0,3,2,1,1,1,5,0,1,1,2,South America
EMP0943,58,1,Sales,Consulting,9,Onsite,32,11,3,3,2,1,0,4,2,1,0,2,Oceania
EMP0944,35,3,Project Manager,Retail,34,Hybrid,20,12,5,2,0,0,0,2,2,2,2,3,Asia
EMP0945,32,1,Designer,IT,33,Onsite,55,10,2,3,1,0,2,3,2,3,1,3,Africa
EMP0946,30,2,Data Scientist,Manufacturing,31,Remote,36,6,1,3,0,1,2,5,0,2,2,2,Africa
EMP0947,29,2,Software Engineer,Healthcare,30,Hybrid,48,2,2,2,0,1,0,4,2,5,2,2,North America
EMP0948,45,4,Sales,Finance,9,Hybrid,42,5,5,2,2,0,1,1,1,5,1,1,Africa
EMP0949,45,3,Software Engineer,Healthcare,5,Remote,33,12,4,1,1,0,1,4,0,2,0,3,Asia
EMP0950,41,1,Software Engineer,Consulting,30,Remote,45,12,4,1,1,0,1,1,2,5,2,3,Oceania
EMP0951,56,4,Designer,Finance,2,Remote,43,14,4,2,0,0,1,1,1,2,2,3,North America
EMP0952,49,3,Software Engineer,Finance,5,Remote,59,3,5,1,3,1,1,2,0,2,2,3,South America
EMP0953,32,2,Marketing,Healthcare,32,Onsite,26,12,3,3,1,1,0,1,1,2,0,3,North America
EMP0954,58,2,Sales,Finance,32,Hybrid,47,7,5,1,3,0,1,1,2,3,1,1,Oceania
EMP0955,41,1,Marketing,Finance,3,Remote,27,1,2,2,0,1,2,2,0,1,1,3,North America
EMP0956,42,4,Data Scientist,Finance,22,Hybrid,50,2,2,3,0,0,2,5,0,1,0,3,Asia
EMP0957,36,3,HR,Retail,11,Remote,29,4,2,1,3,1,0,3,1,3,0,2,Europe
EMP0958,31,2,Marketing,Healthcare,3,Hybrid,53,6,5,1,0,1,2,5,0,1,2,1,Asia
EMP0959,46,4,Designer,Finance,26,Hybrid,22,13,3,3,3,1,1,4,2,4,2,3,Europe
EMP0960,41,4,Marketing,Education,14,Onsite,42,2,4,3,3,1,2,3,0,2,1,3,North America
EMP0961,52,2,HR,Retail,17,Remote,20,13,1,2,0,1,2,4,2,2,2,2,Oceania
EMP0962,51,1,HR,Manufacturing,35,Hybrid,20,11,2,2,2,1,2,5,1,2,2,1,Asia
EMP0963,23,3,Sales,IT,22,Hybrid,32,5,4,3,1,1,2,3,1,3,2,2,Europe
EMP0964,34,1,Project Manager,Education,14,Remote,44,7,3,3,3,1,2,1,1,2,0,2,South America
EMP0965,37,4,Sales,Education,20,Onsite,38,1,4,2,1,0,0,2,2,4,1,1,Oceania
EMP0966,40,3,Project Manager,Consulting,4,Hybrid,44,2,3,1,2,0,1,3,2,3,1,2,North America
EMP0967,46,3,Sales,Consulting,11,Remote,43,10,2,3,0,0,1,3,1,1,2,1,Oceania
EMP0968,28,4,Data Scientist,Education,5,Hybrid,45,3,2,2,3,0,0,2,0,3,0,2,Oceania
EMP0969,26,2,HR,Education,3,Hybrid,24,5,1,1,3,1,1,3,0,5,1,2,Oceania
EMP0970,25,1,Designer,Healthcare,31,Hybrid,37,7,3,3,2,1,2,3,0,1,2,1,North America
EMP0971,30,1,Software Engineer,Finance,22,Remote,48,5,4,2,0,1,1,4,1,3,0,3,Africa
EMP0972,57,2,Software Engineer,IT,9,Onsite,29,11,1,2,2,0,2,3,2,3,2,3,Europe
EMP0973,33,2,Software Engineer,Finance,30,Remote,26,9,3,1,2,0,2,2,1,4,2,2,Asia
EMP0974,38,1,Software Engineer,Manufacturing,9,Remote,60,2,2,3,3,0,1,3,1,3,2,1,South America
EMP0975,43,1,HR,Consulting,24,Remote,22,3,4,3,2,1,2,3,2,5,0,2,Europe
EMP0976,43,4,HR,Finance,26,Remote,21,0,4,2,2,1,2,4,2,2,2,2,Europe
EMP0977,44,1,Sales,IT,23,Onsite,49,2,3,3,3,1,2,1,2,5,1,3,South America
EMP0978,52,4,Sales,Manufacturing,3,Remote,38,7,4,2,2,0,2,1,1,2,0,2,Africa
EMP0979,25,2,Project Manager,Education,12,Hybrid,26,1,3,1,2,1,2,1,2,3,1,2,Oceania
EMP0980,28,1,Project Manager,IT,19,Remote,50,13,5,1,3,1,0,1,1,3,1,1,Europe
EMP0981,26,3,Data Scientist,Healthcare,5,Onsite,26,10,2,3,0,1,1,2,0,4,1,2,South America
EMP0982,32,1,Designer,IT,32,Hybrid,26,5,3,3,0,1,1,5,1,1,1,1,Europe
EMP0983,28,1,Data Scientist,Education,14,Onsite,30,9,2,3,0,0,0,1,1,3,1,2,Europe
EMP0984,32,4,Project Manager,Consulting,33,Onsite,50,7,3,3,0,1,0,4,2,2,0,3,North America
EMP0985,25,3,Project Manager,IT,24,Hybrid,60,10,4,2,1,1,0,3,1,3,2,2,South America
EMP0986,57,3,Software Engineer,Finance,17,Onsite,49,6,5,1,3,0,0,2,1,5,0,3,Europe
EMP0987,28,3,Marketing,Healthcare,2,Remote,48,9,2,2,1,0,2,3,0,5,0,1,Europe
EMP0988,51,2,HR,IT,9,Remote,39,4,5,1,2,0,2,2,1,1,1,2,Africa
EMP0989,60,4,Marketing,IT,8,Hybrid,52,15,2,3,0,0,0,4,0,3,1,3,Oceania
EMP0990,49,1,Software Engineer,Healthcare,8,Remote,23,5,3,2,1,1,2,3,2,4,1,3,South America
EMP0991,30,2,Software Engineer,IT,1,Hybrid,51,8,4,2,2,1,1,5,1,5,0,1,North America
EMP0992,35,4,Designer,Manufacturing,32,Onsite,28,14,5,2,3,0,2,1,2,1,1,1,Asia
EMP0993,45,3,Software Engineer,Finance,21,Onsite,22,15,5,1,0,1,0,3,0,1,1,2,North America
EMP0994,42,3,Project Manager,Education,13,Remote,50,1,3,2,2,0,0,2,2,3,2,1,Africa
EMP0995,38,3,Software Engineer,Retail,24,Remote,21,13,3,1,0,1,2,4,2,3,0,1,Oceania
EMP0996,36,3,Sales,IT,5,Remote,28,14,1,2,0,0,1,2,0,2,1,1,Europe
EMP0997,23,1,Project Manager,Healthcare,12,Onsite,21,14,3,1,3,0,0,4,0,5,2,3,Africa
EMP0998,41,3,Project Manager,Manufacturing,8,Hybrid,58,15,4,1,0,0,1,2,2,2,2,1,South America
EMP0999,43,2,Marketing,Retail,10,Onsite,28,5,4,1,2,1,0,5,1,3,0,2,Oceania
EMP1000,53,3,Designer,Retail,10,Remote,41,2,1,3,1,1,2,5,0,1,0,1,South America
EMP1001,52,1,Marketing,Education,4,Onsite,25,4,4,2,1,1,0,5,0,4,1,3,Oceania
EMP1002,52,4,HR,Consulting,3,Onsite,35,5,1,3,3,1,2,4,0,4,0,1,Asia
EMP1003,42,1,Sales,Finance,2,Hybrid,49,9,4,3,3,0,1,3,1,2,1,2,Africa
EMP1004,49,1,HR,Healthcare,26,Hybrid,37,7,5,2,3,1,1,4,0,4,1,2,Africa
EMP1005,48,1,Marketing,Manufacturing,27,Remote,43,8,2,2,0,0,2,5,1,2,0,3,Asia
EMP1006,37,1,Data Scientist,Consulting,8,Onsite,35,6,4,3,3,1,1,1,0,5,2,1,South America
EMP1007,57,1,Designer,Healthcare,28,Hybrid,44,2,5,2,1,1,1,1,2,3,2,2,South America
EMP1008,59,1,Marketing,Manufacturing,3,Remote,35,8,1,2,2,0,2,5,1,2,2,2,Oceania
EMP1009,36,2,Project Manager,Healthcare,2,Hybrid,35,2,2,1,2,0,1,3,1,4,2,2,Oceania
EMP1010,31,1,Designer,Healthcare,24,Hybrid,60,0,4,3,3,1,1,5,1,2,1,3,South America
EMP1011,24,2,Sales,IT,5,Remote,54,0,5,2,0,1,1,4,0,3,0,3,Africa
EMP1012,34,3,Software Engineer,Healthcare,16,Onsite,41,14,3,3,3,1,0,4,0,5,1,3,Oceania
EMP1013,43,2,Software Engineer,Retail,20,Remote,60,4,3,3,0,0,0,4,1,3,2,3,Africa
EMP1014,25,4,Software Engineer,Education,26,Remote,40,10,1,3,0,0,0,2,2,4,1,2,Europe
EMP1015,27,3,Designer,Retail,25,Hybrid,47,4,2,1,1,1,0,4,2,5,1,2,Africa
EMP1016,58,3,Software Engineer,IT,21,Onsite,58,15,3,1,2,1,1,4,1,5,0,3,Africa
EMP1017,50,1,Marketing,Finance,13,Hybrid,23,7,5,1,3,0,2,5,0,5,1,3,Europe
EMP1018,41,3,Designer,Healthcare,11,Onsite,55,12,5,2,3,1,1,5,2,5,1,1,Asia
EMP1019,38,2,HR,Education,6,Hybrid,25,14,2,1,1,1,0,5,0,3,2,3,Africa
EMP1020,24,4,Sales,Consulting,20,Onsite,40,5,4,3,3,1,2,3,1,1,1,3,Asia
EMP1021,38,1,Project Manager,Consulting,33,Remote,26,12,2,1,2,1,0,4,2,3,2,2,North America
EMP1022,37,2,Software Engineer,Manufacturing,24,Onsite,48,13,3,3,1,0,0,5,2,3,0,1,Europe
EMP1023,59,3,Sales,Finance,14,Hybrid,50,6,4,2,2,0,2,1,1,3,2,3,Africa
EMP1024,31,2,HR,Finance,14,Hybrid,48,8,3,2,1,1,0,1,0,1,1,2,Europe
EMP1025,24,1,Data Scientist,Retail,35,Hybrid,34,8,4,2,2,0,2,5,2,3,1,3,Oceania
EMP1026,30,2,Marketing,Finance,14,Remote,57,9,4,2,1,1,0,4,0,4,1,2,South America
EMP1027,54,2,Sales,IT,17,Onsite,52,12,3,3,1,1,0,4,2,4,2,3,South America
EMP1028,53,3,Data Scientist,Healthcare,34,Remote,22,8,3,3,3,0,1,3,2,4,2,1,Africa
EMP1029,41,1,Marketing,Finance,7,Onsite,20,11,4,1,2,0,2,4,0,4,1,3,Africa
EMP1030,24,4,Marketing,Finance,15,Hybrid,44,1,3,3,1,0,2,3,0,4,1,3,Oceania
EMP1031,25,4,HR,Finance,13,Remote,25,5,4,2,2,1,1,3,1,4,2,1,South America
EMP1032,47,1,Software Engineer,Manufacturing,15,Remote,46,12,4,2,0,1,2,2,0,4,1,3,Oceania
EMP1033,24,3,Designer,Education,23,Onsite,32,6,2,2,1,1,1,4,1,5,0,2,Oceania
EMP1034,60,4,HR,Finance,33,Hybrid,45,7,2,3,3,1,1,5,0,3,1,3,South America
EMP1035,59,2,Project Manager,Retail,27,Remote,30,5,4,3,3,1,0,2,0,3,1,2,Africa
EMP1036,26,3,Designer,Consulting,28,Hybrid,32,9,4,1,2,1,0,1,2,5,0,2,Asia
EMP1037,22,2,HR,Education,23,Onsite,30,13,5,1,3,1,2,5,1,3,0,1,Asia
EMP1038,28,3,Software Engineer,Consulting,7,Hybrid,59,15,4,3,1,0,2,2,1,2,1,2,Oceania
EMP1039,52,2,Project Manager,Consulting,6,Hybrid,23,10,4,2,2,1,1,2,1,4,1,2,North America
EMP1040,57,2,Software Engineer,IT,3,Remote,48,7,3,2,2,0,0,3,1,1,1,2,Oceania
EMP1041,57,3,HR,Manufacturing,23,Remote,37,7,1,2,2,0,0,5,0,5,1,1,North America
EMP1042,50,1,Marketing,Education,34,Onsite,27,11,3,2,0,1,2,4,2,3,0,3,North America
EMP1043,46,3,Sales,Retail,7,Hybrid,39,15,4,1,1,1,2,3,2,1,0,2,North America
EMP1044,37,2,Marketing,Healthcare,27,Onsite,31,2,5,2,2,1,0,3,0,3,2,1,Oceania
EMP1045,55,3,Marketing,Retail,23,Hybrid,52,1,2,3,0,1,2,5,0,3,2,3,Oceania
EMP1046,37,2,Sales,Healthcare,31,Remote,55,1,1,1,3,1,1,2,0,3,2,1,Asia
EMP1047,22,4,Designer,Healthcare,6,Remote,29,11,2,3,2,0,2,3,1,1,0,3,Europe
EMP1048,50,2,Designer,Manufacturing,17,Onsite,23,15,2,2,1,1,0,3,1,3,0,2,Africa
EMP1049,45,3,Sales,Manufacturing,1,Hybrid,46,10,4,3,3,1,0,3,2,3,2,3,Oceania
EMP1050,36,3,Designer,Retail,5,Remote,47,2,1,1,0,1,0,5,2,5,1,3,North America
EMP1051,45,3,Project Manager,Education,7,Onsite,51,2,2,3,2,0,1,2,1,2,0,2,Europe
EMP1052,40,2,Sales,Manufacturing,31,Onsite,46,5,2,3,3,1,2,3,2,2,0,1,Europe
EMP1053,29,2,Project Manager,IT,4,Remote,41,12,3,2,2,0,0,4,1,4,2,3,Africa
EMP1054,24,1,Data Scientist,IT,19,Hybrid,29,6,2,3,2,1,0,1,2,2,2,2,Europe
EMP1055,42,3,Sales,IT,18,Remote,31,1,4,1,1,0,0,5,0,3,2,2,Europe
EMP1056,34,1,Data Scientist,Healthcare,7,Remote,25,4,1,3,3,0,1,3,2,1,1,3,North America
EMP1057,40,3,Sales,Consulting,10,Remote,60,13,1,3,3,1,0,4,2,5,0,2,Europe
EMP1058,27,3,Software Engineer,Retail,12,Remote,28,10,4,2,0,0,1,2,1,1,1,3,South America
EMP1059,33,1,HR,Finance,21,Remote,34,14,4,3,0,1,0,4,0,1,2,3,Oceania
EMP1060,24,2,Software Engineer,Retail,14,Onsite,35,13,5,3,2,1,0,2,1,4,1,3,South America
EMP1061,36,3,HR,Manufacturing,24,Onsite,20,8,2,2,0,1,1,1,1,2,0,3,Africa
EMP1062,45,1,Designer,IT,28,Onsite,26,7,3,3,1,1,0,5,0,2,1,1,North America
EMP1063,23,3,Project Manager,IT,35,Hybrid,45,11,1,1,0,0,1,1,1,1,0,1,South America
EMP1064,59,4,Designer,IT,34,Onsite,60,2,3,1,1,1,1,1,1,4,1,1,North America
EMP1065,54,2,Data Scientist,Finance,10,Remote,41,0,5,1,2,0,0,3,1,5,0,1,Asia
EMP1066,38,4,Data Scientist,Consulting,16,Onsite,42,2,5,1,0,0,0,2,1,1,0,3,Oceania
EMP1067,52,2,Project Manager,Education,10,Hybrid,41,0,1,2,2,1,1,5,1,2,1,3,Africa
EMP1068,47,2,Marketing,Manufacturing,3,Onsite,23,2,1,1,1,0,0,1,2,3,1,3,Asia
EMP1069,44,1,Sales,Consulting,31,Onsite,34,13,5,1,1,0,2,4,2,2,1,2,Oceania
EMP1070,56,1,Software Engineer,Finance,5,Remote,53,6,4,2,2,1,0,4,1,1,1,3,North America
EMP1071,27,3,Marketing,Finance,20,Hybrid,33,2,5,3,0,1,0,3,2,5,1,2,Europe
EMP1072,48,2,Marketing,Education,3,Remote,50,6,1,3,1,0,0,1,0,2,2,1,North America
EMP1073,23,4,Software Engineer,Finance,11,Hybrid,41,15,2,1,2,1,1,2,0,2,0,1,Asia
EMP1074,50,3,Software Engineer,Healthcare,5,Remote,48,2,3,2,0,0,0,2,0,2,0,3,Africa
EMP1075,50,3,Marketing,Manufacturing,18,Hybrid,58,6,1,1,0,1,0,2,1,3,2,3,South America
EMP1076,56,3,Designer,Consulting,35,Onsite,33,5,3,1,0,1,1,4,0,2,0,2,Oceania
EMP1077,28,2,Project Manager,Education,10,Onsite,49,15,3,3,1,0,1,4,0,2,1,1,Asia
EMP1078,51,3,Designer,Consulting,24,Hybrid,60,15,2,2,3,1,2,3,2,5,2,3,Africa
EMP1079,41,1,Software Engineer,Education,30,Hybrid,40,15,4,3,1,1,0,2,1,2,1,2,Africa
EMP1080,23,1,HR,IT,13,Onsite,60,8,1,1,1,1,2,1,0,4,0,3,Europe
EMP1081,23,3,Project Manager,Manufacturing,27,Hybrid,48,5,2,2,1,0,2,2,0,5,0,2,Oceania
EMP1082,60,1,Designer,Manufacturing,35,Remote,50,4,1,1,0,0,2,2,1,5,1,3,Africa
EMP1083,26,2,Sales,Consulting,29,Remote,33,1,2,2,0,1,0,1,2,4,2,3,Asia
EMP1084,25,2,Data Scientist,Healthcare,32,Onsite,45,15,3,1,3,0,0,3,1,4,0,2,South America
EMP1085,33,2,Marketing,Consulting,25,Hybrid,56,5,4,3,1,1,1,4,2,1,0,1,Africa
EMP1086,45,2,Sales,Retail,4,Remote,31,0,2,2,3,0,0,2,2,2,1,2,South America
EMP1087,25,2,Project Manager,IT,10,Onsite,43,12,4,1,0,0,1,3,0,1,2,2,Europe
EMP1088,24,1,Data Scientist,Manufacturing,24,Remote,40,9,1,1,1,0,2,3,2,5,2,2,North America
EMP1089,52,4,Project Manager,IT,1,Onsite,34,13,4,3,2,0,1,3,1,5,1,1,Africa
EMP1090,30,3,Marketing,Retail,27,Remote,40,4,1,3,0,0,1,2,0,4,0,2,South America
EMP1091,44,1,Designer,IT,8,Remote,33,2,4,3,2,0,2,3,1,1,1,1,Oceania
EMP1092,40,4,HR,Finance,33,Onsite,20,13,4,2,1,1,1,1,0,4,1,1,South America
EMP1093,31,4,Marketing,Education,2,Remote,34,4,3,1,1,0,2,5,1,3,2,2,Africa
EMP1094,23,3,HR,Education,35,Onsite,25,14,4,1,0,0,1,5,0,3,2,1,North America
EMP1095,49,4,Data Scientist,Education,25,Remote,35,11,1,1,0,1,0,5,2,5,0,3,North America
EMP1096,23,1,HR,Healthcare,8,Hybrid,45,6,3,2,3,0,1,4,2,5,0,1,Africa
EMP1097,58,2,Software Engineer,Finance,20,Onsite,28,15,1,1,1,0,1,2,0,4,2,3,Oceania
EMP1098,60,4,Designer,Consulting,20,Hybrid,58,12,3,3,1,0,2,1,0,3,1,1,Europe
EMP1099,54,3,HR,Manufacturing,27,Onsite,23,13,2,1,1,0,0,2,0,3,1,2,Asia
EMP1100,27,1,HR,Manufacturing,16,Remote,57,15,3,3,1,1,1,1,1,3,2,2,Asia
EMP1101,60,4,Marketing,Retail,11,Remote,28,14,5,3,1,0,1,2,2,5,0,1,Europe
EMP1102,51,1,Software Engineer,Manufacturing,4,Hybrid,50,1,2,1,0,1,1,2,2,5,0,2,Oceania
EMP1103,24,1,Designer,Retail,4,Hybrid,46,5,4,2,0,0,2,1,0,5,0,3,Europe
EMP1104,27,1,Software Engineer,Education,19,Hybrid,60,7,3,3,0,0,0,4,0,4,2,2,Asia
EMP1105,30,3,Designer,Retail,20,Hybrid,25,3,5,3,1,1,0,5,0,5,2,1,Oceania
EMP1106,53,2,Sales,Healthcare,16,Remote,45,13,3,3,3,0,1,1,2,5,2,3,Africa
EMP1107,47,2,Data Scientist,Education,19,Remote,50,2,4,2,1,1,1,2,1,4,1,1,Asia
EMP1108,31,2,Designer,Manufacturing,24,Onsite,25,3,3,1,2,0,2,4,0,4,0,3,South America
EMP1109,35,2,HR,Manufacturing,4,Hybrid,49,15,4,1,1,1,1,4,0,5,0,2,Europe
EMP1110,26,3,Software Engineer,Education,33,Hybrid,23,4,3,3,1,0,1,5,2,4,1,2,North America
EMP1111,43,1,Data Scientist,Finance,10,Onsite,26,11,1,2,3,0,0,5,2,2,1,2,Oceania
EMP1112,46,4,Project Manager,Consulting,35,Remote,46,1,4,2,0,0,0,4,2,2,1,2,Oceania
EMP1113,32,3,Data Scientist,IT,13,Remote,42,5,1,2,3,0,1,4,1,4,1,1,Oceania
EMP1114,58,1,Designer,Healthcare,18,Remote,46,15,3,2,3,0,0,3,0,5,0,2,South America
EMP1115,35,2,Designer,Finance,19,Onsite,29,10,5,1,1,1,0,3,0,2,1,3,Africa
EMP1116,48,2,Data Scientist,IT,18,Onsite,43,5,2,2,1,1,2,4,2,4,2,2,North America
EMP1117,42,3,Data Scientist,Education,19,Onsite,33,7,4,1,2,1,2,4,0,2,0,2,Asia
EMP1118,36,3,Sales,Healthcare,21,Remote,24,14,1,3,0,1,1,2,1,1,0,2,Oceania
EMP1119,60,2,Project Manager,Education,33,Remote,30,8,2,2,1,0,2,3,0,5,1,3,North America
EMP1120,24,2,Sales,Healthcare,21,Onsite,29,1,5,2,0,1,1,5,2,3,0,2,North America
EMP1121,35,2,Data Scientist,Finance,20,Hybrid,23,2,5,1,1,1,2,2,2,2,1,1,South America
EMP1122,57,1,Designer,Consulting,12,Onsite,43,9,5,3,1,1,0,4,2,1,1,1,North America
EMP1123,54,2,Marketing,Consulting,22,Hybrid,28,4,5,2,0,1,1,3,2,1,0,1,South America
EMP1124,52,2,Sales,Retail,20,Hybrid,22,11,3,1,3,0,2,2,2,3,1,3,South America
EMP1125,51,1,Project Manager,Education,28,Onsite,58,10,4,2,3,1,1,4,1,5,0,2,Africa
EMP1126,33,2,Marketing,Consulting,21,Hybrid,39,10,1,1,0,0,1,2,2,5,0,2,South America
EMP1127,53,3,Data Scientist,Healthcare,11,Onsite,49,8,5,2,2,0,0,2,2,5,2,3,South America
EMP1128,39,3,Sales,Education,26,Onsite,39,10,1,2,3,1,1,4,0,1,2,1,Africa
EMP1129,56,3,Designer,Healthcare,22,Hybrid,39,7,3,2,0,0,2,3,2,1,1,1,Africa
EMP1130,26,4,Data Scientist,Healthcare,30,Hybrid,36,1,5,3,2,0,2,2,1,4,0,2,South America
EMP1131,52,4,Marketing,IT,28,Hybrid,22,9,4,1,0,0,0,2,2,4,1,2,North America
EMP1132,47,4,Designer,Retail,13,Remote,53,8,3,3,2,0,2,3,1,5,0,3,Oceania
EMP1133,59,1,Designer,Retail,33,Remote,26,7,2,3,1,1,2,4,1,3,0,2,Oceania
EMP1134,27,3,HR,Education,3,Onsite,24,15,5,3,3,1,0,4,1,4,0,2,Europe
EMP1135,23,1,Data Scientist,Retail,17,Hybrid,47,12,4,3,3,1,0,4,2,3,0,3,Europe
EMP1136,22,4,Marketing,Consulting,24,Onsite,43,14,5,2,0,1,1,2,2,2,1,1,Europe
EMP1137,22,3,Sales,Education,7,Onsite,56,3,5,1,3,1,1,1,0,4,2,2,North America
EMP1138,28,1,Marketing,Finance,5,Onsite,52,0,4,1,2,1,2,1,1,1,1,1,Asia
EMP1139,36,4,Designer,Retail,22,Hybrid,35,10,5,1,0,0,0,1,0,5,1,2,North America
EMP1140,52,3,Marketing,IT,1,Remote,36,11,5,1,3,1,1,1,0,1,1,3,Africa
EMP1141,57,2,Project Manager,Healthcare,35,Remote,25,9,2,3,0,1,2,2,1,3,2,3,South America
EMP1142,59,4,Marketing,IT,19,Hybrid,54,11,1,3,2,0,1,1,0,3,0,2,North America
EMP1143,22,4,HR,Consulting,24,Onsite,52,6,3,2,3,1,0,1,2,5,2,3,Europe
EMP1144,49,1,Sales,Retail,26,Remote,23,13,5,3,1,1,0,1,2,1,0,1,Asia
EMP1145,42,4,HR,Manufacturing,2,Onsite,57,15,4,1,1,0,1,4,1,1,0,2,Europe
EMP1146,35,2,Designer,Retail,33,Hybrid,50,10,3,2,0,0,0,5,2,4,2,3,Africa
EMP1147,60,3,Sales,Retail,30,Hybrid,59,8,1,3,3,1,0,4,1,1,2,1,South America
EMP1148,22,3,Designer,Finance,31,Remote,30,8,3,2,1,1,1,4,2,2,2,2,Asia
EMP1149,30,2,Marketing,Consulting,25,Hybrid,20,4,3,1,2,1,2,1,0,4,1,3,Africa
EMP1150,57,2,Software Engineer,Education,6,Remote,51,1,5,1,3,0,0,5,2,3,0,2,Europe
EMP1151,50,2,Project Manager,Healthcare,10,Hybrid,58,12,3,3,1,1,2,1,1,5,2,3,North America
EMP1152,26,3,HR,Healthcare,11,Onsite,36,14,1,3,1,0,0,4,0,5,1,2,Africa
EMP1153,49,3,Marketing,Consulting,7,Hybrid,33,4,5,3,1,0,2,1,0,2,1,1,North America
EMP1154,48,4,Marketing,Consulting,24,Onsite,58,12,3,1,0,0,0,4,0,2,2,2,Oceania
EMP1155,48,4,Data Scientist,Healthcare,6,Remote,27,7,2,3,0,0,2,4,0,4,2,2,South America
EMP1156,58,2,HR,IT,10,Remote,45,12,2,1,3,1,2,3,1,2,1,1,Asia
EMP1157,59,1,Sales,Manufacturing,17,Hybrid,58,5,1,1,1,0,1,2,1,4,1,3,North America
EMP1158,28,3,Marketing,Finance,7,Onsite,37,7,1,1,2,1,2,1,1,4,0,3,Oceania
EMP1159,34,4,Data Scientist,Retail,18,Remote,59,1,2,2,1,0,0,4,0,5,0,1,Asia
EMP1160,42,2,HR,IT,30,Onsite,35,3,3,1,0,1,2,2,0,1,2,2,South America
EMP1161,34,4,Sales,Retail,13,Remote,31,1,1,3,1,0,2,1,1,4,1,2,South America
EMP1162,56,2,Designer,Retail,7,Onsite,44,2,3,3,2,0,1,3,0,2,1,3,Oceania
EMP1163,28,2,Software Engineer,Healthcare,15,Onsite,42,7,2,2,3,1,0,3,0,5,2,2,North America
EMP1164,53,4,HR,Consulting,3,Onsite,27,1,1,2,1,0,1,2,2,1,2,1,South America
EMP1165,60,3,Designer,Healthcare,28,Hybrid,39,7,1,3,3,1,0,5,1,2,1,1,South America
EMP1166,31,2,Software Engineer,Healthcare,3,Remote,45,5,1,2,2,0,2,3,0,2,0,3,North America
EMP1167,22,2,Project Manager,Retail,20,Onsite,59,7,3,2,2,0,1,4,1,2,0,3,North America
EMP1168,31,3,Marketing,Manufacturing,27,Remote,42,15,2,1,3,1,0,3,0,4,0,1,Asia
EMP1169,40,1,HR,Retail,11,Hybrid,55,5,2,3,3,1,0,4,0,3,1,2,Africa
